,Approved_Flag_P1,Approved_Flag_P4,num_std_12mts,num_std,num_std_6mts,pct_PL_enq_L6m_of_ever,pct_PL_enq_L6m_of_L12m,pct_tl_open_L12M,AGE
5356,1,0,0,17,0,0.0,0.0,0.0,45
16197,0,0,0,0,0,0.0,0.0,0.0,23
28332,0,1,0,0,0,0.0,0.0,0.0,32
30526,0,0,0,0,0,0.0,0.0,1.0,26
36108,0,0,0,0,0,1.0,1.0,1.0,27
39128,0,0,3,4,2,0.0,0.0,0.5,25
31780,0,0,0,0,0,0.0,0.0,0.75,22
16403,0,0,0,0,0,0.0,0.0,0.0,27
49569,0,1,0,0,0,0.0,0.0,0.0,29
9998,0,0,0,0,0,0.0,0.0,0.0,41
4530,0,1,0,0,0,0.0,0.0,1.0,27
2141,0,0,0,0,0,0.0,0.0,1.0,43
29213,0,0,0,0,0,0.0,0.0,0.5,40
36592,1,0,0,0,0,0.0,0.0,0.5,29
35391,0,0,10,16,4,0.0,0.0,0.5,37
34130,0,1,1,9,0,0.0,0.0,0.0,46
51216,1,0,78,121,37,0.5,1.0,0.393,35
29321,0,0,0,0,0,0.0,0.0,0.5,27
23494,0,0,0,0,0,0.0,0.0,1.0,53
23584,0,0,0,0,0,0.0,0.0,0.5,48
34729,0,0,0,0,0,0.0,0.0,0.667,31
33770,0,0,0,0,0,0.0,0.0,1.0,35
45175,0,0,0,0,0,1.0,1.0,0.5,44
32841,0,0,5,5,5,0.0,0.0,1.0,25
2558,1,0,0,1,0,1.0,1.0,0.25,35
33054,0,0,0,0,0,0.0,0.0,0.0,43
50674,0,0,0,3,0,0.222,0.5,0.32,42
17419,0,0,0,1,0,1.0,1.0,0.0,28
46319,0,0,1,1,0,0.0,0.0,0.0,23
17473,1,0,8,32,2,0.0,0.0,0.0,42
49598,0,0,0,0,0,0.0,0.0,0.0,28
49980,0,0,0,0,0,0.0,0.0,0.0,36
50502,0,0,0,0,0,0.667,0.667,0.556,31
22924,0,0,0,0,0,0.0,0.0,0.0,28
19626,0,0,16,22,10,0.0,0.0,0.6,26
6885,0,0,9,9,4,0.0,0.0,1.0,28
1533,0,1,0,0,0,1.0,1.0,0.0,29
48154,0,0,0,0,0,0.333,1.0,0.429,25
41528,0,1,2,2,2,0.0,0.0,1.0,26
9002,0,0,0,0,0,0.0,0.0,0.0,38
957,0,1,0,0,0,1.0,1.0,1.0,28
50103,0,0,0,0,0,1.0,1.0,0.375,32
2760,0,0,0,0,0,0.0,0.0,0.5,39
50223,0,0,19,67,6,0.0,0.0,0.111,28
27134,0,0,7,15,1,0.0,0.0,0.0,46
29262,0,0,0,0,0,0.0,0.0,0.0,46
6314,0,0,0,0,0,0.0,0.0,0.0,29
20285,0,0,0,14,0,0.0,0.0,0.286,40
34656,0,0,5,47,0,0.0,0.0,0.278,44
369,1,0,17,38,5,0.0,0.0,0.143,31
26063,0,0,0,0,0,0.0,0.0,0.5,22
20586,1,0,72,133,39,0.333,0.5,0.441,36
22091,0,0,15,23,5,0.0,0.0,0.25,36
30838,0,0,0,0,0,0.0,0.0,0.0,22
10540,0,0,0,0,0,1.0,1.0,1.0,28
23578,1,0,14,35,5,0.0,0.0,0.091,59
40670,0,1,0,0,0,0.833,0.833,0.75,34
16157,0,0,8,8,4,0.0,0.0,1.0,22
38618,0,0,0,17,0,0.0,0.0,0.0,32
11715,0,0,0,0,0,0.0,0.0,0.0,54
8871,0,1,0,0,0,0.0,0.0,0.0,46
49219,0,1,0,18,0,0.0,0.0,0.0,25
40805,0,0,11,18,5,0.0,0.0,0.0,32
10463,0,1,9,12,4,0.75,1.0,0.5,31
37501,0,0,0,0,0,0.0,0.0,0.667,47
37175,0,0,0,0,0,0.0,0.0,0.0,30
40378,0,0,0,0,0,0.0,0.0,0.333,31
31092,0,0,0,0,0,1.0,1.0,0.714,54
15537,0,0,4,4,4,0.0,0.0,1.0,50
7886,1,0,6,29,4,0.0,0.0,0.263,34
20479,0,0,0,0,0,0.0,0.0,0.0,35
47084,0,0,0,0,0,0.0,0.0,1.0,23
22071,0,0,0,0,0,0.0,0.0,0.0,35
51269,0,0,0,0,0,0.0,0.0,1.0,42
29005,0,0,0,0,0,0.0,0.0,0.0,28
25779,0,1,0,0,0,0.0,0.0,0.0,50
30491,0,0,0,0,0,1.0,1.0,0.5,21
5661,0,0,0,0,0,0.0,0.0,0.0,29
3309,0,0,0,0,0,0.0,0.0,0.667,41
20189,0,0,4,12,0,0.0,0.0,0.5,24
26053,0,0,0,0,0,0.0,0.0,0.0,33
3056,0,1,7,7,5,1.0,1.0,1.0,27
1905,0,0,0,0,0,0.0,0.0,0.0,41
19961,0,1,2,2,2,1.0,1.0,1.0,33
4156,0,0,0,0,0,1.0,1.0,0.0,22
943,0,0,1,1,1,0.0,0.0,1.0,35
24157,0,0,9,18,4,0.0,0.0,0.5,30
22137,0,0,14,29,4,0.333,0.5,0.194,29
32716,0,0,0,16,0,0.0,0.0,0.0,45
24197,0,0,0,0,0,0.0,0.0,0.0,39
28160,0,0,11,36,5,0.0,0.0,0.0,47
2294,0,0,0,8,0,0.0,0.0,0.0,43
6803,0,0,0,0,0,0.0,0.0,0.0,26
21757,0,0,0,0,0,0.0,0.0,0.2,28
13342,0,0,0,0,0,0.0,0.0,1.0,24
37908,0,0,0,0,0,0.0,0.0,0.0,21
46844,0,0,0,0,0,0.0,0.0,0.0,55
18679,0,0,10,33,9,1.0,1.0,0.571,30
26772,0,0,0,4,0,0.0,0.0,0.0,24
40517,1,0,0,0,0,0.0,0.0,0.0,42
26658,0,0,2,2,0,0.0,0.0,0.0,37
33401,0,0,9,21,3,0.0,0.0,0.0,36
24724,0,0,0,0,0,0.0,0.0,0.667,37
22070,1,0,10,32,4,0.0,0.0,0.0,55
289,0,0,11,54,5,0.0,0.0,0.0,51
32519,0,1,19,35,5,0.5,1.0,0.417,61
23417,1,0,0,2,0,0.0,0.0,0.0,36
26965,0,0,0,0,0,0.0,0.0,0.0,42
8822,0,0,0,3,0,0.0,0.0,0.0,32
14697,0,0,0,0,0,0.0,0.0,0.0,24
46395,0,0,0,0,0,0.0,0.0,0.333,32
43931,1,0,10,34,4,0.0,0.0,0.333,37
5116,0,0,0,0,0,1.0,1.0,0.062,24
45988,0,0,0,0,0,0.0,0.0,1.0,28
44970,0,0,0,0,0,1.0,1.0,0.667,23
38136,1,0,0,0,0,0.0,0.0,0.0,29
42966,0,0,0,0,0,0.0,0.0,1.0,23
47569,0,0,0,0,0,1.0,1.0,0.667,41
24788,0,1,0,0,0,1.0,1.0,0.75,37
39344,0,0,0,0,0,0.0,0.0,0.0,46
51244,0,0,0,0,0,0.0,0.0,0.667,29
27166,0,0,0,0,0,0.0,0.0,0.0,35
36920,0,1,0,0,0,0.0,0.0,0.0,34
30905,0,0,18,38,9,0.0,0.0,0.5,29
33203,1,0,3,9,0,0.0,0.0,0.25,34
25911,0,0,0,0,0,0.0,0.0,1.0,29
12418,1,0,0,0,0,0.0,0.0,0.429,34
16933,0,0,0,0,0,0.0,0.0,0.5,21
17196,0,0,0,0,0,0.0,0.0,1.0,27
40561,0,0,0,0,0,0.0,0.0,0.5,27
47994,0,0,0,0,0,0.0,0.0,1.0,23
9733,0,1,0,0,0,1.0,1.0,0.5,24
30521,0,0,0,0,0,0.0,0.0,0.2,29
39592,1,0,18,49,10,0.0,0.0,0.571,29
20904,1,0,11,35,5,0.167,1.0,0.385,34
14224,0,1,0,0,0,0.0,0.0,0.286,28
28297,0,0,0,0,0,0.0,0.0,0.0,45
21916,0,0,0,0,0,0.0,0.0,1.0,23
2301,0,0,0,0,0,0.0,0.0,0.0,30
23894,1,0,20,54,8,0.0,0.0,0.0,59
38394,0,0,10,34,4,0.0,0.0,0.5,48
6081,0,0,0,0,0,0.0,0.0,1.0,23
24744,0,0,12,45,4,0.0,0.0,0.375,21
20552,1,0,6,6,4,0.0,0.0,0.0,31
1127,0,0,8,8,5,0.0,0.0,1.0,27
34802,0,0,0,0,0,0.0,0.0,0.333,47
29266,0,1,1,1,1,1.0,1.0,0.667,28
9555,0,1,0,16,0,0.0,0.0,0.0,25
23687,0,0,0,0,0,0.0,0.0,0.0,26
36894,0,0,0,0,0,0.0,0.0,1.0,21
45914,0,0,3,3,0,0.0,0.0,1.0,27
32199,0,0,0,0,0,0.0,0.0,1.0,25
16100,0,0,0,0,0,0.4,0.5,0.429,26
9571,0,0,3,5,0,0.0,0.0,0.0,32
44403,0,0,0,0,0,0.0,0.0,0.0,31
9235,0,0,0,0,0,0.0,0.0,0.182,43
28829,1,0,33,67,15,0.0,0.0,0.0,24
42302,0,0,0,0,0,0.0,0.0,1.0,38
28951,0,0,11,16,5,0.0,0.0,0.0,54
21358,0,0,0,0,0,0.0,0.0,0.0,22
4851,0,0,0,0,0,1.0,1.0,0.333,30
12435,0,0,0,0,0,0.0,0.0,1.0,46
4093,0,0,7,7,4,0.0,0.0,0.2,31
36728,0,0,2,2,2,0.0,0.0,0.667,34
24672,0,0,0,0,0,0.0,0.0,1.0,24
46997,0,0,0,0,0,0.0,0.0,0.0,52
22451,0,0,7,60,0,0.0,0.0,0.222,41
6245,0,0,0,0,0,0.0,0.0,1.0,28
4882,0,0,10,13,4,0.0,0.0,0.5,34
22303,0,0,0,0,0,1.0,1.0,1.0,23
1464,0,0,0,0,0,0.0,0.0,0.667,26
12483,0,0,0,0,0,1.0,1.0,0.727,21
26822,0,0,0,0,0,0.0,0.0,0.5,35
21268,0,1,0,0,0,0.5,0.5,0.5,26
36798,0,0,0,0,0,0.0,0.0,0.0,52
17922,0,0,0,0,0,0.333,0.333,1.0,28
47974,0,1,8,18,3,0.2,1.0,0.0,32
46489,0,0,1,1,1,0.5,0.5,1.0,52
28165,0,0,0,0,0,0.0,0.0,0.5,33
5286,0,1,0,0,0,1.0,1.0,1.0,23
19391,0,0,10,10,4,0.0,0.0,1.0,33
9889,0,0,0,0,0,0.0,0.0,0.0,55
43718,0,0,0,0,0,1.0,1.0,0.0,25
44710,0,1,0,0,0,0.25,0.25,1.0,29
20120,0,0,0,0,0,0.0,0.0,1.0,41
35097,0,0,8,22,3,0.0,0.0,0.071,37
39587,0,1,9,11,3,1.0,1.0,0.5,34
33025,1,0,0,0,0,0.0,0.0,0.0,31
43636,0,0,0,0,0,0.0,0.0,0.0,51
40022,1,0,22,64,10,0.0,0.0,0.0,33
44021,0,0,2,2,2,0.4,0.4,1.0,23
34508,0,1,0,0,0,0.0,0.0,0.667,26
32290,0,0,5,15,0,0.0,0.0,0.5,24
22848,1,0,1,23,0,0.0,0.0,0.429,35
6601,0,1,0,0,0,0.0,0.0,0.0,38
38999,0,0,0,0,0,0.0,0.0,1.0,29
8879,0,0,0,0,0,0.0,0.0,0.0,43
24056,0,0,0,0,0,0.0,0.0,0.0,27
15712,0,0,0,2,0,0.0,0.0,0.133,28
10604,0,0,24,93,10,0.2,1.0,0.375,37
23818,0,0,0,0,0,0.0,0.0,1.0,33
47711,0,0,0,0,0,0.0,0.0,0.0,30
33926,0,0,0,0,0,0.0,0.0,1.0,35
11578,0,0,1,1,0,0.333,1.0,0.5,30
26893,0,0,0,0,0,0.0,0.0,1.0,22
34345,1,0,0,0,0,0.0,0.0,0.0,37
32936,0,0,0,0,0,0.0,0.0,0.0,29
24880,0,0,0,0,0,0.0,0.0,1.0,29
27338,1,0,2,2,2,0.0,0.0,0.25,31
31782,0,0,0,0,0,0.0,0.0,0.5,38
49766,0,0,0,6,0,1.0,1.0,0.0,39
45418,0,0,0,0,0,1.0,1.0,1.0,30
8326,0,1,0,0,0,1.0,1.0,1.0,46
20212,1,0,0,0,0,0.0,0.0,0.0,40
29903,0,0,21,44,9,0.0,0.0,0.2,45
33504,0,0,4,4,4,0.0,0.0,0.0,23
49903,0,1,6,6,5,0.167,0.167,0.5,31
33107,0,1,0,0,0,0.5,0.5,1.0,37
22111,0,0,11,16,5,0.0,0.0,0.0,23
37022,0,0,0,0,0,0.0,0.0,0.25,33
41158,0,0,0,0,0,0.0,0.0,0.625,28
47740,0,0,19,76,9,0.0,0.0,0.111,43
42525,0,0,0,5,0,0.0,0.0,0.2,32
22806,0,1,0,12,0,0.0,0.0,0.0,46
2299,0,0,0,0,0,0.0,0.0,0.857,26
12950,1,0,0,0,0,0.0,0.0,0.5,38
27096,0,0,2,10,2,0.0,0.0,0.667,34
2186,0,0,0,0,0,1.0,1.0,1.0,29
13315,0,0,10,32,4,0.0,0.0,0.0,29
44378,0,0,0,0,0,0.0,0.0,0.143,32
48109,1,0,6,6,2,0.0,0.0,0.333,22
12586,0,0,2,2,2,0.0,0.0,0.0,39
22245,0,0,0,0,0,0.0,0.0,1.0,25
32255,0,0,0,0,0,0.5,0.5,0.429,23
35893,0,0,0,0,0,0.0,0.0,1.0,33
30963,0,0,0,0,0,0.0,0.0,0.5,25
12403,0,1,0,0,0,0.571,0.571,1.0,22
17075,0,0,0,0,0,0.0,0.0,1.0,28
4660,0,0,0,0,0,0.0,0.0,0.231,27
6394,0,0,6,6,4,0.0,0.0,1.0,24
648,0,0,0,0,0,1.0,1.0,0.846,22
51063,0,0,0,0,0,0.0,0.0,0.5,27
14658,1,0,10,32,4,0.0,0.0,0.333,40
39313,0,0,0,0,0,0.0,0.0,0.5,28
1392,0,0,0,4,0,0.0,0.0,0.333,23
6014,0,0,0,0,0,0.0,0.0,0.0,26
25997,0,0,0,23,0,0.0,0.0,0.0,57
14585,0,0,9,12,3,0.0,0.0,0.4,45
4548,0,0,0,0,0,0.0,0.0,0.4,39
30718,0,0,0,0,0,0.0,0.0,0.0,32
30741,0,0,0,0,0,1.0,1.0,0.4,30
23090,0,1,7,30,0,0.75,0.75,0.286,25
6882,0,0,0,0,0,1.0,1.0,0.5,34
21960,0,0,0,0,0,0.5,0.5,0.889,37
35160,0,0,0,0,0,0.0,0.0,0.0,45
33088,0,0,0,0,0,1.0,1.0,0.375,27
28286,0,0,0,0,0,1.0,1.0,0.333,28
10901,1,0,22,49,10,0.0,0.0,0.0,52
16180,0,0,0,2,0,0.0,0.0,0.0,24
6988,0,0,0,0,0,0.0,0.0,0.0,21
9123,0,0,0,0,0,0.0,0.0,1.0,35
10418,0,0,0,0,0,0.0,0.0,1.0,26
6205,0,0,2,14,0,0.0,0.0,0.5,22
4402,0,0,2,2,2,0.0,0.0,0.5,31
17712,0,0,0,0,0,0.0,0.0,1.0,26
19732,0,0,0,0,0,0.0,0.0,0.0,47
6233,0,1,2,20,2,0.0,0.0,0.0,34
6253,0,0,10,13,5,0.0,0.0,0.667,22
30952,0,0,2,2,2,0.0,0.0,1.0,31
9861,0,0,0,9,0,1.0,1.0,0.667,32
10821,0,0,11,35,5,0.0,0.0,0.0,45
2990,0,0,10,19,5,0.0,0.0,0.667,31
10263,0,0,0,0,0,0.0,0.0,1.0,29
13278,1,0,31,120,14,0.0,0.0,0.154,25
21176,0,0,5,7,2,0.0,0.0,0.5,53
6739,0,1,0,0,0,1.0,1.0,0.667,42
1389,0,0,0,0,0,0.0,0.0,0.75,44
40694,0,0,0,0,0,0.0,0.0,0.75,51
34829,0,0,0,0,0,0.0,0.0,0.5,39
5262,0,0,0,1,0,1.0,1.0,0.0,25
17595,0,0,14,14,10,0.0,0.0,0.667,42
27267,0,1,0,0,0,0.4,0.667,0.667,28
43349,0,0,8,26,3,1.0,1.0,0.222,25
26387,0,0,18,27,10,0.0,0.0,0.182,25
9264,0,0,20,37,8,0.0,0.0,0.0,25
18486,0,0,0,0,0,0.0,0.0,0.0,27
30513,0,0,0,0,0,0.0,0.0,0.0,26
15959,0,0,24,53,6,0.0,0.0,0.222,42
28010,0,1,0,0,0,0.0,0.0,0.2,26
20794,0,0,0,0,0,0.0,0.0,1.0,25
9683,0,0,0,0,0,0.0,0.0,0.0,24
11757,0,0,0,0,0,0.0,0.0,0.0,32
18603,1,0,0,1,0,0.0,0.0,0.0,32
19740,0,0,0,0,0,0.0,0.0,0.0,30
39904,0,0,0,0,0,0.0,0.0,0.0,33
27522,0,0,10,10,4,0.0,0.0,1.0,35
15486,0,0,7,7,5,0.0,0.0,1.0,22
34500,0,0,0,0,0,1.0,1.0,0.333,24
25754,0,1,6,6,4,1.0,1.0,1.0,33
22897,0,0,0,0,0,0.0,0.0,1.0,50
28503,0,1,0,0,0,1.0,1.0,0.5,26
1442,0,0,0,0,0,0.0,0.0,1.0,43
46387,0,0,0,0,0,0.167,1.0,0.2,33
26343,0,0,14,74,4,0.0,0.0,0.316,38
22087,0,1,0,0,0,0.0,0.0,0.0,47
24588,1,0,26,61,6,0.0,0.0,0.333,33
12802,0,0,0,0,0,0.0,0.0,0.0,43
29917,1,0,0,0,0,0.5,1.0,0.111,30
23917,0,0,5,5,4,0.0,0.0,0.667,27
43090,0,0,1,1,1,0.0,0.0,0.167,32
10881,0,0,0,0,0,0.0,0.0,1.0,30
22291,0,0,0,39,0,0.0,0.0,0.0,24
35108,0,0,0,0,0,1.0,1.0,0.333,33
24477,0,0,0,0,0,0.0,0.0,0.043,44
30830,0,0,6,6,4,0.0,0.0,1.0,22
27440,0,0,10,32,4,0.0,0.0,0.0,34
27221,0,0,1,22,0,0.0,0.0,0.0,38
8761,0,0,0,0,0,0.0,0.0,1.0,24
5133,1,0,16,68,8,0.0,0.0,0.0,49
5438,0,0,0,0,0,0.0,0.0,0.0,44
32550,0,0,13,42,1,0.333,0.429,0.5,35
11636,1,0,0,0,0,0.0,0.0,0.0,32
7462,0,1,0,0,0,0.667,0.667,0.727,35
39693,0,0,0,0,0,0.0,0.0,1.0,29
33674,0,0,0,0,0,0.5,0.5,0.5,22
29626,0,1,0,0,0,1.0,1.0,0.0,24
33675,0,0,0,0,0,0.0,0.0,0.5,25
911,1,0,0,0,0,0.0,0.0,0.667,47
2772,0,0,9,35,2,0.0,0.0,0.125,31
32912,0,0,12,35,4,0.0,0.0,0.222,42
2351,0,0,1,1,1,1.0,1.0,0.5,43
23458,0,0,0,0,0,1.0,1.0,1.0,27
42102,1,0,10,15,4,0.0,0.0,0.455,31
43045,0,0,3,3,3,0.0,0.0,1.0,25
51263,0,0,0,0,0,0.0,0.0,0.5,27
24270,0,0,9,12,4,0.0,0.0,0.0,33
3942,1,0,10,34,4,0.0,0.0,0.5,21
14589,0,0,0,0,0,0.0,0.0,1.0,37
48592,0,0,0,0,0,0.0,0.0,1.0,24
41428,0,0,4,4,0,0.0,0.0,1.0,52
46111,0,0,0,17,0,0.0,0.0,0.0,42
2595,0,0,0,11,0,0.0,0.0,0.4,40
27638,0,0,0,0,0,0.0,0.0,1.0,40
2442,0,0,0,0,0,0.833,0.833,1.0,22
25967,0,1,0,0,0,1.0,1.0,0.5,31
1295,0,0,0,13,0,0.0,0.0,0.0,21
44068,1,0,0,0,0,0.0,0.0,0.2,31
2649,0,0,0,0,0,1.0,1.0,0.667,32
45582,0,0,0,0,0,1.0,1.0,0.0,33
1807,0,1,0,0,0,0.125,0.125,1.0,22
33318,0,0,0,0,0,0.0,0.0,0.0,50
2861,0,0,0,15,0,0.0,0.0,0.0,50
12426,0,0,0,23,0,0.0,0.0,0.1,30
12528,0,0,0,0,0,1.0,1.0,0.0,28
8897,0,0,0,0,0,0.0,0.0,1.0,44
9311,0,0,0,0,0,0.0,0.0,1.0,34
33200,0,0,0,0,0,0.0,0.0,0.5,32
11841,0,0,0,3,0,0.0,0.0,0.0,25
33323,0,0,0,0,0,1.0,1.0,0.6,33
1748,0,0,0,0,0,0.0,0.0,0.059,34
20443,0,0,0,0,0,0.0,0.0,1.0,27
26923,0,0,4,4,4,0.0,0.0,1.0,23
47261,1,0,1,1,1,0.0,0.0,0.5,42
10727,0,0,0,0,0,0.0,0.0,0.0,25
29706,0,0,0,0,0,0.0,0.0,0.0,44
18233,0,0,0,0,0,0.0,0.0,0.75,31
25607,0,0,11,18,5,0.0,0.0,0.5,45
4563,0,0,0,21,0,0.0,0.0,0.0,29
47534,0,0,0,5,0,0.0,0.0,0.5,32
18329,0,0,0,0,0,1.0,1.0,0.0,40
4619,0,0,0,0,0,0.0,0.0,0.667,29
8153,0,0,11,12,5,0.0,0.0,0.0,32
7811,1,0,0,0,0,0.0,0.0,0.5,51
9270,0,0,0,0,0,0.0,0.0,0.667,30
14804,0,0,0,0,0,0.0,0.0,0.062,38
2158,0,0,6,6,4,0.0,0.0,0.333,40
24421,0,0,0,13,0,0.0,0.0,0.143,47
34842,0,0,0,0,0,0.0,0.0,0.333,34
45856,0,0,0,0,0,0.0,0.0,1.0,44
41970,0,0,1,1,0,1.0,1.0,0.0,38
15943,0,0,0,0,0,0.0,0.0,0.0,34
28181,0,0,7,7,4,0.0,0.0,1.0,33
14180,0,0,3,3,3,0.571,0.571,1.0,23
35599,0,1,0,0,0,0.5,0.5,0.0,26
7658,0,0,0,0,0,0.0,0.0,0.5,29
45575,0,0,0,2,0,0.0,0.0,0.0,42
24823,0,1,0,0,0,0.5,1.0,1.0,38
7062,0,0,0,0,0,0.0,0.0,0.0,29
30079,0,0,0,0,0,1.0,1.0,0.714,45
13256,0,1,0,0,0,0.0,0.0,0.143,36
8568,0,0,0,0,0,0.0,0.0,0.0,38
3269,0,0,0,0,0,0.0,0.0,1.0,21
10586,1,0,23,63,8,0.0,0.0,0.0,31
23709,0,0,0,30,0,0.0,0.0,0.0,47
34727,0,0,0,0,0,0.0,0.0,1.0,24
8402,0,0,10,22,4,0.0,0.0,0.667,51
50031,0,0,0,0,0,0.0,0.0,1.0,44
18869,0,0,19,27,8,0.0,0.0,0.25,43
5861,0,0,0,0,0,0.5,1.0,0.2,38
38202,0,0,0,0,0,0.0,0.0,0.4,32
35734,1,0,14,77,3,0.0,0.0,0.154,35
7936,0,0,4,4,3,0.0,0.0,0.25,28
43091,0,0,0,0,0,0.0,0.0,1.0,34
44448,0,0,0,0,0,0.0,0.0,0.143,31
46715,0,0,0,12,0,0.0,0.0,0.571,41
20416,0,0,0,0,0,0.0,0.0,1.0,28
14159,1,0,3,3,3,0.0,0.0,0.333,44
49706,0,0,0,0,0,0.0,0.0,0.0,47
17309,0,0,0,0,0,0.0,0.0,1.0,34
12691,0,0,0,0,0,0.0,0.0,0.0,32
25082,0,0,9,9,5,0.667,0.667,0.5,40
33240,0,0,0,0,0,0.0,0.0,0.0,22
22907,0,0,0,0,0,0.0,0.0,0.667,35
33452,0,0,0,0,0,0.0,0.0,0.429,26
46652,0,0,0,0,0,0.0,0.0,1.0,23
37273,1,0,14,53,4,0.0,0.0,0.083,37
5904,0,0,11,14,5,0.0,0.0,0.0,24
31947,0,0,0,0,0,0.0,0.0,0.0,47
9918,0,0,0,0,0,0.0,0.0,0.0,57
16380,0,0,0,0,0,0.0,0.0,0.5,29
27919,0,0,0,0,0,0.0,0.0,0.5,40
39968,0,1,0,0,0,0.0,0.0,0.25,36
32629,0,0,0,0,0,0.0,0.0,0.429,24
49904,1,0,20,37,12,0.0,0.0,0.0,47
47646,0,0,0,0,0,0.0,0.0,1.0,23
8932,0,0,0,0,0,0.0,0.0,0.429,36
6463,0,0,0,0,0,0.0,0.0,1.0,55
12865,0,1,2,2,2,1.0,1.0,1.0,27
25245,0,0,0,0,0,0.0,0.0,0.5,31
21166,0,1,0,0,0,1.0,1.0,1.0,28
21688,0,0,0,19,0,0.0,0.0,0.0,30
37137,0,0,0,0,0,0.667,0.667,1.0,24
35445,0,1,0,0,0,0.5,1.0,1.0,21
12140,0,0,0,0,0,1.0,1.0,0.0,25
22377,0,1,0,0,0,0.5,1.0,1.0,29
38301,0,0,26,121,8,0.0,0.0,0.108,34
35644,0,0,0,0,0,0.5,0.5,0.5,26
50393,0,0,9,28,3,0.0,0.0,0.0,51
37774,1,0,23,62,11,0.0,0.0,0.0,45
47110,1,0,22,92,8,0.0,0.0,0.211,39
31442,0,0,0,0,0,0.0,0.0,0.0,49
37236,0,0,0,0,0,0.0,0.0,0.5,40
46833,0,1,0,0,0,1.0,1.0,1.0,39
22239,0,0,0,0,0,0.0,0.0,0.0,57
23276,0,0,0,0,0,0.0,0.0,1.0,26
26741,0,0,0,0,0,0.0,0.0,1.0,33
3126,0,0,0,0,0,0.0,0.0,0.0,48
20548,0,0,0,0,0,0.0,0.0,0.0,48
21721,0,0,0,0,0,0.0,0.0,1.0,22
9828,0,1,0,0,0,1.0,1.0,0.3,31
46236,0,1,0,0,0,0.0,0.0,0.364,26
13310,0,1,1,1,1,1.0,1.0,1.0,28
43558,0,0,0,0,0,0.0,0.0,1.0,22
17133,0,0,0,0,0,1.0,1.0,1.0,23
10536,0,0,0,0,0,0.0,0.0,0.0,35
45560,0,0,0,0,0,0.0,0.0,0.0,30
42350,0,0,0,0,0,1.0,1.0,0.714,23
25542,0,0,9,14,6,0.0,0.0,0.8,42
49963,0,0,0,0,0,0.0,0.0,1.0,28
21229,1,0,0,11,0,0.0,0.0,0.0,38
8842,0,1,0,0,0,0.0,0.0,1.0,28
27029,0,1,0,0,0,1.0,1.0,0.0,29
32754,0,0,0,7,0,0.0,0.0,0.0,43
4520,0,0,0,0,0,1.0,1.0,1.0,30
14614,0,0,0,0,0,0.0,0.0,0.5,32
15469,0,0,0,0,0,0.0,0.0,0.5,37
44878,0,0,0,0,0,0.0,0.0,0.75,27
47401,0,0,0,0,0,0.0,0.0,1.0,22
12613,0,0,0,0,0,0.5,0.5,1.0,30
16839,0,0,4,42,1,0.0,0.0,0.125,38
1289,0,0,0,0,0,0.0,0.0,0.5,35
43720,0,0,7,7,4,0.0,0.0,0.0,33
31411,0,0,0,0,0,0.0,0.0,0.0,30
3935,0,0,11,11,5,1.0,1.0,1.0,25
32729,0,0,5,22,4,0.0,0.0,0.5,36
43480,0,1,0,0,0,1.0,1.0,0.4,22
24822,1,0,15,38,4,0.0,0.0,0.067,36
30038,0,0,0,0,0,0.0,0.0,0.0,31
41335,0,0,0,0,0,0.0,0.0,0.667,31
1451,1,0,11,47,4,0.0,0.0,0.152,37
1501,0,0,1,13,0,0.0,0.0,0.0,36
27732,0,0,0,0,0,1.0,1.0,0.2,25
38701,0,0,0,0,0,1.0,1.0,0.0,23
16424,0,0,8,14,3,0.0,0.0,0.0,57
2635,0,0,0,0,0,0.0,0.0,0.0,22
37585,1,0,12,72,5,0.0,0.0,0.071,46
47526,0,1,0,0,0,0.0,0.0,1.0,36
35982,0,0,9,12,3,0.0,0.0,0.0,42
20610,0,0,0,4,0,0.0,0.0,0.0,34
31955,0,0,0,0,0,0.0,0.0,1.0,33
43902,0,0,2,58,0,0.0,0.0,0.091,37
21718,0,0,14,14,4,0.0,0.0,1.0,49
46893,0,1,0,0,0,0.5,0.5,1.0,22
28574,0,0,0,0,0,0.0,0.0,0.667,22
28135,1,0,29,69,16,0.0,0.0,0.167,41
40735,1,0,20,62,10,0.0,0.0,0.143,25
13800,0,0,5,14,4,0.0,0.0,0.2,36
32105,0,0,0,0,0,0.0,0.0,0.0,43
20375,0,0,0,0,0,0.0,0.0,0.0,30
15232,0,0,9,25,4,0.0,0.0,0.75,23
42786,0,0,0,0,0,0.0,0.0,0.0,32
41770,0,0,0,0,0,0.0,0.0,0.0,38
28153,0,0,1,1,1,0.5,0.5,0.25,25
12619,0,0,0,0,0,0.0,0.0,0.0,31
15922,0,0,30,36,3,0.0,0.0,0.0,42
38079,0,0,0,0,0,0.0,0.0,0.0,45
13705,0,1,0,0,0,0.5,0.5,1.0,33
15181,0,0,10,10,4,0.0,0.0,1.0,30
38205,1,0,10,34,4,0.0,0.0,0.0,41
20277,0,1,10,20,4,0.32,0.667,0.077,39
11910,0,0,1,1,1,0.0,0.0,0.5,42
5175,0,0,8,8,4,0.0,0.0,1.0,34
3315,0,0,0,0,0,0.0,0.0,0.0,26
21429,0,0,0,0,0,0.0,0.0,0.0,33
8413,0,0,0,0,0,0.0,0.0,0.0,26
