,Approved_Flag_P1,Approved_Flag_P4,num_std_12mts,num_std,num_std_6mts,pct_PL_enq_L6m_of_ever,pct_PL_enq_L6m_of_L12m,pct_tl_open_L12M,AGE
47420,0,0,10,58,3,0.0,0.0,0.25,38
32323,0,0,6,6,6,0.0,0.0,0.286,26
12580,0,0,0,0,0,0.0,0.0,1.0,42
49935,0,0,0,0,0,0.0,0.0,0.667,28
9765,0,0,13,80,5,0.0,0.0,0.2,39
44993,0,0,2,26,0,0.0,0.0,0.333,52
1051,0,0,28,61,12,1.0,1.0,0.385,28
14519,0,0,0,0,0,0.5,1.0,0.0,29
11410,0,0,2,2,2,0.0,0.0,1.0,35
9221,1,0,0,0,0,0.5,0.5,0.25,38
10234,0,0,0,0,0,0.0,0.0,0.0,39
37531,0,1,0,0,0,1.0,1.0,1.0,23
41830,0,1,3,3,0,0.5,1.0,0.333,23
34642,1,0,0,7,0,0.0,0.0,0.0,50
45159,0,0,0,0,0,0.0,0.0,0.4,29
25662,0,0,7,7,5,0.0,0.0,1.0,29
23666,0,0,0,0,0,0.0,0.0,1.0,35
27796,0,0,0,32,0,0.0,0.0,0.308,41
48014,0,0,0,0,0,0.0,0.0,0.0,44
47640,0,0,7,7,4,0.0,0.0,0.5,27
13682,1,0,45,83,22,0.0,0.0,0.417,29
20706,0,0,0,0,0,0.5,1.0,0.2,28
50395,0,0,6,10,4,0.0,0.0,0.2,49
25832,0,0,0,0,0,0.0,0.0,0.5,27
38599,0,1,0,0,0,0.0,0.0,0.0,40
4917,0,0,0,0,0,0.8,1.0,0.5,42
25074,0,0,0,0,0,0.0,0.0,0.0,32
191,0,0,3,8,0,0.0,0.0,0.0,30
25068,0,0,18,59,6,0.0,0.0,0.0,43
24484,0,0,0,0,0,0.0,0.0,0.8,30
45669,1,0,10,31,4,0.0,0.0,0.188,33
13233,0,0,0,0,0,0.0,0.0,0.0,33
45397,0,0,0,0,0,0.0,0.0,0.111,34
37253,1,0,30,56,12,0.0,0.0,0.5,34
9783,0,0,0,0,0,0.0,0.0,0.286,39
28054,0,0,0,0,0,0.0,0.0,0.333,52
3924,0,0,0,0,0,0.0,0.0,1.0,21
9940,0,0,0,0,0,0.0,0.0,0.0,27
41692,1,0,7,7,4,0.0,0.0,0.5,24
43423,1,0,7,30,1,0.0,0.0,0.25,59
22800,0,0,0,0,0,0.0,0.0,0.5,27
28810,0,1,0,0,0,1.0,1.0,1.0,27
16061,0,1,3,4,0,0.0,0.0,0.0,32
36071,0,1,0,0,0,1.0,1.0,0.8,30
30826,0,0,0,0,0,0.0,0.0,1.0,33
25920,0,0,0,0,0,0.0,0.0,0.0,37
29963,0,0,6,26,1,0.0,0.0,0.0,26
15549,0,0,0,0,0,0.0,0.0,0.0,25
18074,0,0,0,11,0,0.0,0.0,0.333,38
27527,0,0,0,0,0,0.0,0.0,1.0,32
13304,0,0,0,0,0,0.0,0.0,0.5,47
46509,0,0,0,0,0,0.0,0.0,0.0,21
19692,0,0,0,0,0,0.0,0.0,1.0,26
17888,1,0,0,0,0,0.0,0.0,0.0,60
34574,0,0,0,0,0,0.0,0.0,1.0,57
36639,0,0,0,7,0,0.0,0.0,0.0,49
25864,0,0,5,5,4,0.0,0.0,1.0,27
3791,0,0,0,9,0,0.0,0.0,0.071,32
49756,0,0,10,72,4,0.0,0.0,0.2,29
35554,0,0,26,75,17,0.0,0.0,0.333,37
9259,0,0,0,0,0,0.0,0.0,0.5,22
46910,0,0,0,0,0,0.0,0.0,0.0,34
34485,0,0,0,0,0,0.0,0.0,0.5,32
35464,0,0,0,23,0,0.0,0.0,0.0,28
31027,0,0,6,22,6,0.0,0.0,0.077,49
1848,0,0,0,0,0,0.0,0.0,0.0,48
43391,0,0,0,0,0,0.0,0.0,0.5,28
12852,0,0,11,11,7,0.0,0.0,0.714,27
39390,1,0,0,0,0,0.0,0.0,0.545,36
36203,0,0,0,0,0,0.0,0.0,0.0,33
31923,0,0,0,0,0,0.0,0.0,0.75,28
29896,0,0,0,0,0,1.0,1.0,0.444,28
16526,0,0,0,0,0,0.0,0.0,1.0,38
6771,0,0,22,54,10,0.0,0.0,0.095,49
27559,0,0,15,38,9,1.0,1.0,0.312,55
39760,0,0,0,0,0,0.0,0.0,1.0,28
13878,0,0,0,0,0,0.0,0.0,0.25,29
30676,0,1,0,0,0,0.0,0.0,0.333,49
49754,0,0,0,0,0,0.0,0.0,0.0,48
47466,0,0,0,7,0,0.0,0.0,0.0,33
44369,0,1,0,0,0,1.0,1.0,0.0,23
33885,1,0,20,44,8,0.0,0.0,0.091,32
30957,0,0,13,58,4,0.0,0.0,0.2,24
34524,0,0,1,1,1,0.0,0.0,1.0,32
39519,0,0,0,0,0,0.0,0.0,0.0,38
28684,0,0,0,0,0,0.0,0.0,0.5,33
870,0,0,0,0,0,0.0,0.0,0.8,23
9104,0,0,0,0,0,0.0,0.0,0.0,35
33489,0,0,11,22,5,0.0,0.0,0.286,52
10997,0,0,0,0,0,0.0,0.0,0.5,39
27649,0,0,11,43,5,0.333,0.5,0.2,40
17270,1,0,0,0,0,0.0,0.0,0.4,43
18108,0,0,0,0,0,0.2,0.25,0.75,23
5592,0,0,0,0,0,0.0,0.0,1.0,37
41115,0,0,1,2,0,0.0,0.0,0.75,25
26096,0,0,0,0,0,0.0,0.0,0.0,29
24486,0,0,23,52,7,0.0,0.0,0.111,34
10938,0,0,0,7,0,0.0,0.0,0.938,32
46676,0,0,0,2,0,0.0,0.0,0.0,27
11737,0,0,9,33,3,1.0,1.0,0.0,38
33082,0,1,0,0,0,0.0,0.0,0.0,26
26375,0,0,0,15,0,1.0,1.0,0.333,25
49978,0,0,16,16,7,0.0,0.0,0.667,24
11949,0,0,0,0,0,0.0,0.0,0.0,48
40214,0,0,10,34,4,1.0,1.0,0.0,36
20588,0,0,7,7,5,0.0,0.0,1.0,36
5850,0,1,0,0,0,0.0,0.0,0.0,38
38897,1,0,30,39,18,0.0,0.0,0.667,32
38215,0,0,0,1,0,0.0,0.0,0.2,36
3129,0,0,0,0,0,1.0,1.0,0.333,40
16279,0,1,0,0,0,0.0,0.0,0.0,45
33678,0,0,0,0,0,0.0,0.0,0.1,23
3968,0,0,0,0,0,0.0,0.0,0.0,25
47827,0,0,0,0,0,0.0,0.0,0.6,25
48473,1,0,14,28,4,0.0,0.0,0.235,41
42933,0,1,0,0,0,0.0,0.0,0.667,24
336,0,1,1,1,1,0.0,0.0,1.0,30
27340,0,0,3,7,3,0.0,0.0,0.25,28
18931,0,0,0,0,0,0.0,0.0,1.0,50
49167,1,0,0,1,0,0.0,0.0,0.4,41
8112,0,0,0,0,0,0.125,0.333,0.571,29
32369,0,0,0,1,0,0.0,0.0,0.571,47
2985,0,0,0,0,0,0.0,0.0,0.0,34
10878,0,1,0,0,0,1.0,1.0,1.0,28
15916,0,0,0,0,0,0.0,0.0,0.0,35
11669,0,0,0,5,0,1.0,1.0,0.111,31
20862,0,0,0,0,0,0.0,0.0,1.0,27
19942,1,0,17,28,7,0.0,0.0,0.056,55
11001,1,0,20,25,10,0.0,0.0,0.5,28
37588,0,0,0,0,0,0.0,0.0,0.5,41
29437,0,0,0,0,0,0.0,0.0,0.0,34
47554,0,0,0,0,0,0.0,0.0,0.0,33
19800,0,0,0,0,0,0.0,0.0,0.25,36
12100,0,1,0,0,0,1.0,1.0,0.0,29
9018,0,0,12,33,7,0.0,0.0,0.161,41
29872,0,0,6,18,1,0.0,0.0,0.222,44
7243,0,0,0,0,0,0.0,0.0,0.0,24
14079,0,0,0,0,0,1.0,1.0,0.0,28
20866,0,0,0,0,0,0.0,0.0,0.0,53
49880,0,1,0,0,0,1.0,1.0,0.8,27
11874,0,0,0,0,0,0.0,0.0,0.0,30
49404,1,0,0,0,0,0.0,0.0,0.0,51
25805,0,1,0,0,0,0.0,0.0,1.0,34
8263,1,0,16,25,9,0.0,0.0,0.0,40
18678,0,0,0,0,0,0.0,0.0,1.0,51
6855,0,0,0,0,0,0.0,0.0,0.667,28
8597,0,0,0,0,0,0.0,0.0,0.0,35
47268,0,0,0,0,0,0.0,0.0,0.0,45
6901,0,1,0,0,0,1.0,1.0,0.0,34
29932,0,0,2,8,0,0.0,0.0,0.0,29
23963,0,0,35,102,11,1.0,1.0,0.333,29
9949,0,0,0,7,0,0.0,0.0,0.071,30
16436,0,1,1,2,1,0.0,0.0,0.4,33
1445,1,0,16,52,4,0.143,1.0,0.111,50
46202,0,0,0,0,0,0.0,0.0,0.0,38
14821,0,0,0,0,0,0.0,0.0,0.0,30
1695,0,0,1,1,1,0.0,0.0,1.0,25
43852,0,1,0,0,0,0.0,0.0,0.667,29
17958,0,0,10,13,4,0.0,0.0,0.2,40
22523,0,1,0,0,0,0.333,0.333,0.667,25
20789,0,0,5,5,0,0.0,0.0,0.25,30
1630,0,0,0,0,0,0.0,0.0,0.0,31
33037,1,0,10,33,4,0.0,0.0,0.0,24
1881,1,0,10,26,4,1.0,1.0,0.0,36
14523,0,1,0,0,0,0.667,0.667,1.0,36
13900,1,0,0,0,0,0.0,0.0,0.5,46
37842,0,0,0,1,0,0.0,0.0,0.0,30
5509,0,0,0,0,0,1.0,1.0,0.143,43
50467,0,0,0,0,0,0.0,0.0,0.182,34
2032,0,0,0,0,0,0.0,0.0,0.0,29
27500,0,0,8,8,5,0.0,0.0,0.5,36
34700,0,0,0,0,0,0.0,0.0,0.75,35
35303,0,0,14,52,10,0.0,0.0,0.0,53
43837,0,0,0,0,0,0.0,0.0,0.0,41
32954,0,0,3,23,0,0.0,0.0,0.0,22
44739,0,1,0,0,0,0.0,0.0,1.0,25
5558,0,0,0,0,0,0.0,0.0,0.429,38
11151,0,1,0,0,0,0.714,0.714,1.0,22
23569,0,0,0,0,0,0.0,0.0,0.0,26
20527,0,0,0,0,0,0.0,0.0,1.0,58
48118,1,0,0,0,0,0.0,0.0,0.0,50
49977,0,0,0,0,0,0.0,0.0,0.0,32
6587,0,1,0,0,0,1.0,1.0,1.0,43
17618,1,0,11,33,5,0.0,0.0,0.0,34
36683,1,0,0,0,0,1.0,1.0,0.5,43
446,0,0,0,12,0,0.0,0.0,0.0,30
14536,0,0,0,0,0,0.0,0.0,1.0,45
14031,0,0,0,0,0,0.0,0.0,0.0,29
39892,0,0,0,0,0,0.0,0.0,1.0,28
28378,0,0,0,0,0,0.0,0.0,0.333,37
31379,0,0,0,0,0,0.0,0.0,1.0,26
20519,0,1,0,0,0,0.0,0.0,0.0,32
35208,0,0,0,0,0,1.0,1.0,0.75,24
35871,0,0,0,0,0,1.0,1.0,1.0,25
43856,0,0,0,0,0,0.0,0.0,1.0,23
40460,0,0,0,0,0,0.0,0.0,1.0,21
21158,0,0,0,0,0,0.0,0.0,0.333,34
38862,0,0,0,0,0,0.0,0.0,0.5,43
9486,1,0,9,26,4,0.0,0.0,0.4,42
21902,0,0,0,0,0,0.0,0.0,0.0,25
48633,0,0,10,33,4,0.0,0.0,0.0,35
45991,0,1,0,0,0,0.8,0.8,0.917,41
28018,0,0,29,43,11,0.0,0.0,0.25,24
33455,0,0,17,18,10,0.0,0.0,0.75,47
5208,0,0,0,0,0,0.0,0.0,0.333,27
47103,0,0,0,0,0,0.0,0.0,0.0,31
41185,0,1,7,28,1,0.667,0.667,0.0,29
10345,0,0,0,0,0,0.0,0.0,0.0,36
30134,0,1,0,0,0,1.0,1.0,0.667,31
37688,0,0,11,23,5,0.0,0.0,0.0,29
49650,0,0,0,0,0,0.0,0.0,0.0,30
25566,0,0,0,0,0,0.0,0.0,0.222,43
47090,0,0,0,0,0,0.0,0.0,0.0,27
19520,0,0,0,0,0,0.0,0.0,0.0,28
38230,0,0,22,29,10,0.0,0.0,0.0,22
14139,0,0,0,0,0,0.0,0.0,1.0,24
19567,0,0,0,0,0,1.0,1.0,0.667,29
23906,0,0,1,1,1,1.0,1.0,0.0,24
22765,0,0,0,0,0,0.0,0.0,0.5,34
19583,0,0,2,9,0,0.429,0.75,0.5,33
1447,0,0,0,0,0,0.0,0.0,0.333,29
34057,0,0,4,4,4,0.0,0.0,0.0,48
45541,0,0,0,0,0,1.0,1.0,0.667,24
10692,0,1,0,0,0,1.0,1.0,0.0,27
23741,0,0,0,0,0,0.0,0.0,0.0,27
10335,1,0,91,314,32,0.0,0.0,0.135,39
50766,0,0,0,0,0,0.0,0.0,0.0,54
34779,0,0,1,1,1,0.0,0.0,1.0,35
45066,0,0,0,7,0,0.0,0.0,0.333,32
23926,0,0,18,26,5,0.0,0.0,0.2,32
44673,0,0,15,49,8,1.0,1.0,0.333,26
15830,0,0,1,6,0,0.0,0.0,0.0,28
15735,0,0,0,0,0,0.0,0.0,0.667,41
12158,0,0,0,0,0,0.0,0.0,1.0,25
18263,0,0,0,34,0,0.0,0.0,0.2,36
18814,0,0,0,0,0,0.0,0.0,0.5,27
12453,0,0,0,23,0,0.0,0.0,0.095,38
38847,0,0,0,0,0,0.0,0.0,1.0,38
38225,0,0,0,0,0,0.0,0.0,1.0,23
47186,0,0,10,10,5,0.0,0.0,1.0,36
11349,0,0,0,0,0,0.0,0.0,1.0,22
44825,0,0,0,0,0,0.0,0.0,0.0,40
4131,0,0,0,0,0,0.0,0.0,0.0,24
16351,0,0,0,0,0,0.0,0.0,1.0,35
17420,0,0,0,0,0,0.0,0.0,0.167,42
15408,0,1,0,0,0,1.0,1.0,1.0,30
46502,0,0,0,0,0,0.0,0.0,1.0,40
36902,0,0,2,2,2,1.0,1.0,1.0,21
17033,0,0,0,0,0,0.0,0.0,1.0,22
42043,0,1,1,1,0,0.0,0.0,1.0,44
33629,0,1,1,1,1,0.667,0.667,1.0,24
25479,0,0,0,0,0,0.0,0.0,1.0,24
24685,0,1,0,0,0,0.0,0.0,1.0,45
34710,0,0,11,25,5,0.0,0.0,0.0,22
10295,0,1,2,2,2,0.667,0.8,0.833,21
37099,0,0,0,3,0,0.0,0.0,0.0,45
25159,0,0,0,0,0,0.0,0.0,0.0,23
14119,0,0,0,0,0,0.0,0.0,0.0,30
49232,0,0,0,0,0,0.0,0.0,0.0,49
36738,0,0,2,27,0,1.0,1.0,0.25,30
47794,0,0,0,7,0,0.0,0.0,0.0,32
48562,0,0,0,0,0,0.0,0.0,1.0,29
45619,0,1,0,0,0,0.0,0.0,0.0,37
31647,0,0,0,3,0,0.0,0.0,0.0,59
45961,0,0,8,8,4,0.0,0.0,0.5,30
2775,1,0,42,72,18,0.5,1.0,0.222,32
32101,0,0,0,0,0,0.0,0.0,1.0,26
4145,0,0,0,0,0,0.0,0.0,0.5,40
26899,0,0,1,16,1,1.0,1.0,0.8,24
49509,0,0,0,8,0,0.0,0.0,0.0,49
35179,1,0,7,19,2,0.0,0.0,0.2,43
17478,0,0,8,8,5,0.0,0.0,0.5,23
22449,0,0,0,0,0,0.0,0.0,0.0,26
34314,0,0,10,18,6,0.0,0.0,0.2,27
22418,0,0,0,0,0,0.0,0.0,0.0,36
46581,0,0,0,0,0,1.0,1.0,0.444,31
50879,0,1,0,0,0,0.0,0.0,1.0,32
6953,0,0,0,0,0,0.0,0.0,1.0,35
35903,0,0,1,27,0,0.0,0.0,0.0,34
13232,0,0,0,0,0,0.0,0.0,1.0,46
5750,0,0,0,0,0,1.0,1.0,0.5,26
14715,0,1,0,0,0,1.0,1.0,1.0,32
31085,0,0,0,0,0,0.0,0.0,0.2,31
3805,1,0,11,55,3,0.0,0.0,0.5,27
9076,0,0,0,0,0,0.0,0.0,1.0,26
27230,0,0,0,0,0,1.0,1.0,1.0,25
46301,0,0,0,0,0,0.0,0.0,1.0,29
15160,0,0,0,0,0,0.667,0.667,0.0,53
39542,0,0,0,0,0,0.0,0.0,0.05,23
16848,0,0,0,0,0,0.0,0.0,1.0,32
42788,1,0,10,11,7,0.0,0.0,0.182,34
28850,1,0,46,96,23,0.0,0.0,0.211,40
29768,0,0,0,0,0,0.0,0.0,0.0,37
3327,0,0,0,1,0,0.0,0.0,0.0,30
22615,0,0,2,12,1,0.0,0.0,0.333,43
40150,0,0,0,0,0,0.0,0.0,0.0,21
1262,0,1,0,0,0,0.0,0.0,0.1,32
25530,0,0,0,0,0,0.0,0.0,0.0,35
23596,1,0,24,61,11,0.0,0.0,0.2,37
17359,0,0,0,3,0,1.0,1.0,0.0,59
18950,0,0,0,12,0,0.091,0.5,0.5,33
22250,0,0,0,1,0,0.0,0.0,0.0,54
13117,0,0,0,0,0,0.0,0.0,1.0,27
25517,0,0,5,7,0,0.0,0.0,0.286,40
39350,1,0,10,44,4,0.0,0.0,0.077,64
51035,0,0,0,0,0,0.0,0.0,0.0,46
21119,0,0,0,0,0,0.0,0.0,0.667,39
32464,0,0,0,1,0,0.0,0.0,0.4,35
5021,0,0,0,0,0,0.0,0.0,0.833,29
23513,0,0,23,23,10,0.0,0.0,1.0,37
45351,0,0,10,11,4,0.0,0.0,1.0,21
23559,0,0,2,4,0,0.0,0.0,0.5,48
14995,0,0,0,0,0,0.0,0.0,0.154,49
11413,1,0,0,0,0,0.0,0.0,0.5,41
22439,0,0,0,0,0,0.0,0.0,0.0,43
50170,0,0,0,0,0,0.0,0.0,1.0,25
42570,0,0,0,0,0,0.0,0.0,1.0,33
47215,0,0,0,0,0,0.0,0.0,1.0,22
19173,0,0,1,3,0,0.0,0.0,0.0,32
25520,1,0,96,132,58,0.0,0.0,0.8,34
25380,0,0,0,0,0,0.0,0.0,1.0,23
19404,0,0,0,0,0,0.0,0.0,0.0,37
36876,0,0,0,0,0,0.0,0.0,1.0,21
5213,0,0,0,0,0,0.0,0.0,0.0,23
3255,0,0,0,0,0,0.0,0.0,0.667,36
40091,1,0,0,20,0,0.0,0.0,0.286,52
2690,0,0,0,0,0,0.0,0.0,0.0,31
4627,0,0,0,0,0,1.0,1.0,1.0,36
47746,0,0,0,0,0,0.0,0.0,1.0,46
34087,0,0,0,0,0,0.0,0.0,0.5,25
47903,0,0,0,0,0,0.0,0.0,0.429,22
37930,0,1,0,0,0,0.167,0.5,0.333,29
7226,0,0,11,27,8,0.6,0.6,0.5,35
8566,0,0,1,1,1,1.0,1.0,1.0,28
12192,0,0,0,0,0,0.0,0.0,1.0,30
17519,0,0,0,0,0,0.0,0.0,0.0,23
4529,0,0,7,7,7,0.0,0.0,0.667,49
44435,0,0,0,0,0,0.0,0.0,0.143,26
21133,0,0,0,0,0,0.0,0.0,0.0,35
45148,0,0,0,0,0,0.0,0.0,1.0,28
23470,0,0,11,21,5,0.5,0.5,0.2,30
9941,0,1,0,0,0,0.0,0.0,0.0,52
46337,0,0,0,24,0,0.0,0.0,0.0,26
18062,0,0,0,0,0,0.0,0.0,1.0,56
39104,0,1,0,0,0,0.0,0.0,1.0,41
6982,1,0,11,22,5,0.0,0.0,0.391,53
47713,0,1,0,0,0,0.0,0.0,0.0,36
10066,1,0,6,52,3,0.0,0.0,0.0,60
917,0,0,0,0,0,0.0,0.0,0.5,21
18889,0,1,2,2,2,0.0,0.0,1.0,31
29877,0,1,0,0,0,0.0,0.0,1.0,22
13288,0,1,0,0,0,1.0,1.0,1.0,27
19288,0,0,0,4,0,0.0,0.0,0.0,32
50254,1,0,14,38,8,0.6,1.0,0.375,48
570,0,0,0,0,0,0.0,0.0,0.167,32
36182,0,0,10,11,4,0.0,0.0,1.0,29
36484,0,0,0,0,0,1.0,1.0,0.333,35
25515,0,0,0,3,0,0.0,0.0,0.0,39
7031,0,0,0,15,0,0.0,0.0,0.0,35
39605,0,0,0,0,0,0.0,0.0,1.0,35
19610,0,0,1,1,1,0.0,0.0,0.5,32
47010,0,0,0,0,0,1.0,1.0,0.0,39
28554,0,0,0,0,0,0.0,0.0,0.0,33
14026,0,0,0,0,0,0.0,0.0,1.0,25
25613,0,0,9,13,7,0.0,0.0,0.2,35
14232,0,0,0,0,0,0.5,1.0,0.375,35
24229,0,0,0,0,0,0.0,0.0,1.0,21
2217,0,0,0,0,0,0.0,0.0,0.0,38
5232,0,0,5,5,4,0.0,0.0,1.0,24
30453,0,0,0,0,0,0.25,0.5,1.0,37
46864,0,0,0,0,0,0.0,0.0,0.0,31
30257,0,0,0,0,0,0.0,0.0,1.0,29
35595,0,0,0,0,0,0.0,0.0,0.0,28
22164,0,0,0,0,0,0.0,0.0,1.0,35
44594,0,0,0,0,0,0.0,0.0,0.0,49
4996,0,0,0,0,0,1.0,1.0,1.0,48
3262,0,0,0,0,0,0.0,0.0,0.5,30
6838,0,0,0,0,0,0.0,0.0,0.2,41
46049,0,0,1,1,1,0.0,0.0,0.333,41
5741,0,0,0,0,0,0.0,0.0,0.5,32
33418,0,0,3,27,0,0.0,0.0,0.0,32
22423,0,0,0,0,0,0.0,0.0,1.0,26
11094,0,0,0,0,0,0.0,0.0,1.0,26
18642,0,0,0,20,0,0.0,0.0,0.5,26
38163,0,0,0,0,0,1.0,1.0,0.333,35
39850,1,0,11,20,5,0.0,0.0,0.0,42
48257,0,0,0,0,0,0.0,0.0,1.0,41
36289,0,0,0,0,0,0.0,0.0,0.0,36
10922,0,0,0,0,0,0.0,0.0,1.0,25
47848,0,1,0,0,0,0.0,0.0,0.0,30
4478,0,1,0,0,0,0.0,0.0,0.0,46
5660,0,0,0,0,0,0.0,0.0,0.0,35
9788,0,0,0,0,0,0.0,0.0,0.0,21
32835,0,0,0,15,0,0.0,0.0,0.0,36
10776,0,1,0,0,0,1.0,1.0,1.0,56
30857,0,0,0,0,0,0.0,0.0,0.0,29
27772,0,0,6,6,4,0.0,0.0,1.0,29
32596,0,0,2,2,0,0.0,0.0,0.0,60
21188,0,0,11,35,5,0.5,0.5,0.029,39
46363,0,0,0,0,0,0.0,0.0,0.0,32
23993,0,0,0,0,0,1.0,1.0,1.0,30
17642,0,0,3,3,2,0.0,0.0,1.0,49
36607,0,0,0,0,0,0.0,0.0,0.0,34
30926,0,0,0,0,0,0.0,0.0,0.714,38
17375,0,0,0,0,0,0.0,0.0,0.0,25
41073,0,0,11,33,5,0.0,0.0,0.0,27
33687,0,0,0,0,0,0.5,0.5,0.5,27
43469,0,0,0,0,0,0.0,0.0,1.0,30
32933,0,0,0,0,0,0.0,0.0,1.0,30
46244,0,0,0,0,0,0.0,0.0,1.0,28
6644,0,1,0,0,0,0.5,0.5,1.0,30
29179,0,0,0,0,0,0.0,0.0,0.5,25
14334,0,0,10,19,4,0.0,0.0,0.333,41
14282,0,0,0,0,0,0.0,0.0,0.0,28
25525,0,0,0,0,0,1.0,1.0,1.0,38
4594,0,0,0,0,0,0.0,0.0,0.667,27
10698,0,0,0,10,0,0.0,0.0,0.333,32
46067,0,0,0,0,0,0.0,0.0,1.0,48
35618,0,1,0,0,0,1.0,1.0,1.0,27
19212,0,0,2,2,1,0.0,0.0,0.0,25
28302,0,0,18,70,6,0.0,0.0,0.167,29
45406,0,0,0,0,0,0.0,0.0,0.0,33
50454,0,1,1,1,1,1.0,1.0,1.0,35
37228,0,0,0,0,0,1.0,1.0,0.5,38
27081,1,0,0,0,0,0.0,0.0,0.667,31
14908,1,0,21,36,9,0.0,0.0,0.167,34
39391,0,0,0,0,0,0.0,0.0,0.667,23
9306,0,1,0,0,0,0.0,0.0,1.0,33
33724,0,0,0,0,0,0.0,0.0,0.5,38
41258,0,0,10,15,4,0.0,0.0,0.5,24
9867,0,0,0,0,0,0.0,0.0,0.0,50
27923,0,0,0,0,0,0.0,0.0,1.0,23
50988,0,1,0,0,0,0.0,0.0,0.5,46
35503,0,0,0,0,0,0.0,0.0,0.0,33
38437,0,0,10,10,4,0.0,0.0,1.0,29
44799,0,0,10,19,4,0.0,0.0,0.0,29
21372,0,0,10,33,4,0.0,0.0,0.5,24
2378,0,0,0,0,0,0.0,0.0,1.0,29
15623,0,0,3,9,2,0.0,0.0,0.333,27
32001,0,1,0,0,0,1.0,1.0,1.0,25
28901,0,0,4,20,4,0.0,0.0,0.5,32
36940,0,0,8,31,2,0.0,0.0,0.0,36
12391,0,0,0,0,0,0.0,0.0,1.0,35
12742,0,0,0,0,0,0.0,0.0,0.0,37
24476,0,0,0,0,0,0.0,0.0,1.0,36
32510,0,0,9,16,5,0.0,0.0,0.625,26
16103,0,0,0,0,0,0.429,0.5,0.941,34
46375,0,0,0,0,0,0.0,0.0,0.167,38
365,0,0,0,0,0,0.0,0.0,0.5,31
2103,0,1,0,0,0,0.667,1.0,0.5,32
20143,0,0,0,2,0,0.0,0.0,0.0,27
33457,0,0,0,0,0,0.0,0.0,0.278,33
35959,0,0,0,0,0,0.0,0.0,0.0,25
19259,1,0,25,86,12,0.0,0.0,0.231,36
42500,0,0,0,5,0,0.105,0.667,0.346,29
5710,0,1,0,0,0,1.0,1.0,0.286,25
16034,0,0,19,20,9,0.25,0.333,0.143,40
25183,0,1,0,0,0,1.0,1.0,0.857,27
20884,0,0,0,0,0,0.0,0.0,0.667,33
15228,0,0,0,0,0,0.0,0.0,1.0,32
1093,0,0,0,0,0,0.0,0.0,0.667,45
39486,0,0,0,0,0,0.4,0.667,1.0,31
51145,0,0,0,0,0,1.0,1.0,0.75,33
25344,0,0,8,8,3,0.0,0.0,0.278,31
29063,0,1,0,0,0,0.0,0.0,0.0,42
15899,1,0,8,8,5,0.667,1.0,0.222,37
16544,0,0,0,0,0,0.0,0.0,1.0,34
203,0,1,0,0,0,0.714,0.714,1.0,24
22867,0,0,0,0,0,0.0,0.0,0.0,22
20324,0,0,0,0,0,0.0,0.0,1.0,39
51165,0,0,0,10,0,0.0,0.0,0.0,28
37701,0,0,0,18,0,0.5,0.667,0.3,32
10006,0,0,0,0,0,0.0,0.0,1.0,29
24031,0,0,0,0,0,0.0,0.0,0.0,30
43395,0,0,0,0,0,0.0,0.0,0.0,41
33998,0,0,0,0,0,0.667,1.0,0.0,54
7957,0,0,0,0,0,0.0,0.0,0.5,28
27526,0,0,0,0,0,0.0,0.0,0.0,21
50162,0,0,0,0,0,0.0,0.0,0.0,33
44948,1,0,17,90,4,0.0,0.0,0.2,37
37019,0,0,4,7,4,0.0,0.0,0.4,42
22495,0,0,0,0,0,1.0,1.0,0.667,25
31709,0,0,0,0,0,0.0,0.0,0.0,36
13440,0,0,0,6,0,0.0,0.0,0.0,54
22588,0,0,1,1,0,0.0,0.0,0.0,62
27869,0,0,0,18,0,0.0,0.0,0.0,26
12226,0,0,0,0,0,0.0,0.0,0.0,35
37102,0,0,0,0,0,0.0,0.0,0.0,36
10744,0,0,0,0,0,0.0,0.0,0.167,29
28453,0,0,0,0,0,0.0,0.0,0.0,35
16767,0,1,0,0,0,0.0,0.0,0.0,33
31455,0,0,0,0,0,0.0,0.0,0.0,24
7485,0,0,0,0,0,0.0,0.0,0.0,34
45713,0,0,0,0,0,0.0,0.0,0.5,39
4886,0,0,0,0,0,1.0,1.0,0.857,39
33625,0,0,0,21,0,0.0,0.0,0.0,28
6539,0,0,0,0,0,0.0,0.0,0.0,51
18945,0,0,0,0,0,0.0,0.0,1.0,39
27216,0,0,0,0,0,1.0,1.0,1.0,25
21839,0,0,0,5,0,0.0,0.0,0.0,22
36046,0,0,0,0,0,1.0,1.0,0.6,25
45450,0,0,5,21,0,0.0,0.0,0.0,27
43307,0,0,0,0,0,0.0,0.0,1.0,24
41609,1,0,0,6,0,0.0,0.0,0.182,48
6859,1,0,0,54,0,0.0,0.0,0.0,39
10973,0,0,22,34,11,0.0,0.0,0.143,39
1629,0,0,15,20,3,0.0,0.0,0.25,34
10625,0,0,0,0,0,0.5,0.5,1.0,29
33722,0,1,0,0,0,1.0,1.0,1.0,21
40172,0,0,3,11,3,1.0,1.0,0.25,42
38712,0,0,9,14,3,0.333,1.0,0.0,47
16999,0,0,11,32,4,0.0,0.0,0.333,25
32821,0,0,0,0,0,0.0,0.0,0.0,29
39178,1,0,19,49,9,0.0,0.0,0.3,48
36284,0,0,0,0,0,0.0,0.0,1.0,25
